829,CHAVIN ZERO,CHAVIN ZERO SAUVIGNON BLANC VIN DE FRANCE DÉSALCOOLISÉ,PIERRE CHAVIN,FRANCE,ABV < 0.5%,"JUDGES' TASTING NOTE
'This,' said one of our judges, 'is a fantastic expression of what a consumer should expect from a Sauv Blanc.' All gooseberries, white peaches and perfume it combines decent body and a hint of sweetness with a bright, refreshing finish. An elegant sipper or good accompaniment for salads and richer pastas.",Alt Wine / Sake,Energy: 10kcal per 100ml,Carbohydrates: 2.50g per 100ml,Sugars: 2.50g per 100ml,https://myalcolzero.it/collections/tendenza/products/zeromax-piwi-spumante-analcolico?srsltid=AfmBOooL6V_HiQ3k_z5r8Wa3b9ZVpTaAn_DXs9wZ2z-8fKCXuRBOfAUS
830,CIDENTRO ZERO POINT 5 CIDER,CIDENTRO ZERO POINT 5 CIDER,COOKS CIDER LTD (T/A CIDENTRO CIDER HOUSE),UNITED KINGDOM,ABV 0.5%,"JUDGES' TASTING NOTE
Beautiful colour, with an appealing nose of red and green apples. Tangy fruit, with some sweeter elements like honey, caramel and vanilla. A good, authentic dry cider style with perfect carbonation, fine texture and a long, tart, bright-acid finish. One for serious cider aficionados, this is a drink to sip or match with food rather than a session cider.",Cider / Perry / Mead,Energy: 23kcal per 100ml,Carbohydrates: 5.30g per 100ml,Sugars: 4.90g per 100ml,https://www.pierre-chavin.com/
1295,CLAUSTHALER,CLAUSTHALER DRY HOPPED,RADEBERGER GRUPPE,GERMANY,ABV 0.4%,"JUDGES' TASTING NOTE
Golden copper colour with a beautiful head, this is a beer that looks as good as it tastes. Flavours of bitter orange and pine on the nose, with a sweet biscuit/caramel maltiness and a beautifully fresh but long finish. Superbly balanced, this three-time Gold winner is a must for all beer lovers and for all occasions.",Beer,Energy: 20kcal per 100ml,Carbohydrates: 4.30g per 100ml,Sugars: 2.20g per 100ml,https://www.cidentro.co.uk/shop/ciders/zero-point-5-cider-low-alcohol/
834,CREATION ROUGE ALKOHOLFREI,CREATION ROUGE ALKOHOLFREI,JULIUS ZOTZ KG,GERMANY,ABV < 0.5%,"JUDGES' TASTING NOTE
A deep, intense red colour, and plenty of ripe red fruit on the nose, too: dark berries, sour cherries with a touch of minty eucalyptus. Joyous and juicy on the palate, with well-integrated tannins. A cheerful wine that can be sipped chilled but with enough structure that it can be used as a viable food-match option.",WineAlt Wine / Sake,Energy: 21kcal per 100ml,Carbohydrates: 4.20g per 100ml,Sugars: 4.10g per 100ml,https://www.clausthaler.de/en/products/dry-hopped/
1093,DIVIN,"CHENIN BLANC 0,0%",DIVIN LESTONNAT,"BELGIUM, FRANCE, GERMANY",ABV 0.0%,"JUDGES' TASTING NOTE
Lots of plush yellow fruit, with flavours of Mirabelle plum and honey on both nose and palate, all underpinned by a bright, sappy and totally integrated aciity. Lots of palate weight, with a creamy texture, and the finish is long, with a leafy, woody, smoky character. Anyone switching from wine with alcohol will love this.",Cocktail BaseWineAlt Wine / Sake,Energy: 20kcal per 100ml,Carbohydrates: 0g per 100ml,Sugars: 4g per 100ml,https://www.weingut-zotz.de/CREATION-ROUGE-ALKOHOLFREI/6008
859,DIVIN,"PINOT NOIR 0,0%",DIVIN LESTONNAT,"BELGIUM, FRANCE, GERMANY",ABV 0.0%,"JUDGES' TASTING NOTE
With its pretty cherry-red colour and red-fruit flavours of raspberry and cherry, this is an impressive AF Pinot. It's dry and understated - restrained, even - with fruit sweetness rather than sugar on the palate and grown-up tannins, but the quiet refinement makes for a grown-up, versatile food-matching AF red.",Cocktail BaseWineAlt Wine / Sake,Energy: 18kcal per 100ml,Carbohydrates: 0g per 100ml,Sugars: 3.50g per 100ml,https://www.divinnolow.fr/
861,EDENVALE,PREMIUM RESERVE SPARKLING SHIRAZ,EDENVALE BEVERAGES,AUSTRALIA,ABV < 0.5%,"JUDGES' TASTING NOTE
A third consecutive Gold for last year's Best Wine Trophy winner, and it's easy to see why. Exuberant flavours of cherry, blackberry and blackcurrant explode on the nose and palate, but the undeniable sweetness is perfectly leavened by the effervescence and it finishes spicy-dry and refreshing. Great chilled summer drinker.",Wine,Energy: 88kj per 100ml,Carbohydrates: 5g per 100ml,Sugars: 4.70g per 100ml,https://www.divinnolow.fr/
852,EDNA'S,MEZCALITA,EDNA'S NON-ALCOHOLIC COCKTAIL COMPANY,CANADA,ABV 0.0%,"JUDGES' TASTING NOTE
This hazy lemon cocktail has intriguing flavours of warm earth, smoke, tobacco and leather. Its classic agave vegetal note is lifted by a cut-lime sourness on the palate, to make for a finely-balanced drink. Sophisticated and adult, it's a high-class AF summers' day sipper for lovers of tequila and mezcal.",Cocktail (ready to drink)ShrubSoda / Juice Blend,Energy: 100kcal per 355ml serving,Carbohydrates: 26g per 355ml serving,Sugars: 22g per 355ml serving,https://www.edenvale.com.au
853,EISBERG ALCOHOL FREE WINE,"MULLED 0,0%",SCHLOSS WACHENHEIM AG,GERMANY,ABV 0.0%,"JUDGES' TASTING NOTE
There's no mistaking the intention of this mulled wine. Winter spices jump out of the glass, with star anise, cinnamon, sweet blackcurrants and orange peel to the fore. Drying spices tone down the sweetness of the palate, to give a well balanced seasonal offering that's a nailed-on match for pigs in blankets.",Cocktail (ready to drink)Wine,Energy: 56kcal per 100ml,Carbohydrates: 14g per 100ml,Sugars: 14g per 100ml,https://www.ednascocktails.com/products/mezcalita
884,ELEVATED ELIXIR,WHITE GRAPE WITH BOTANICAL NOTES,OICHI,UNITED KINGDOM,ABV 0.05%,"JUDGES' TASTING NOTE
Unusual hazy sunset colour and plenty to intrigue in the glass, too. Flavours of bruised apples, toasty papaya and passionfruit, are leavened by notes of green leaves, tea and grapefruit. Rich and complex, this is a remarkable drink. Funky and even slightly saline, it would make a terrific match for oysters and seafood.",Tea / Kombucha / Kefir (Water)Alt Wine / Sake,Energy: 18kcal per 100ml,Carbohydrates: 4.50g per 100ml,Sugars: 4.50g per 100ml,https://www.eisberg.co.uk
838,EVERLEAF NON-ALCOHOLIC APERITIFS,FOREST,LONDON BOTANICAL DRINKS LIMITED,UNITED KINGDOM,ABV < 0.5%,"JUDGES' TASTING NOTE
A second consecutive Gold for this beautiful, understated and unique spirit. Slightly cloudy, it has intriguing aromatics of saffron, cardamon, orange, cinnamon and cloves, with a subtle, sappy, citrussy palate. Undeniably complex, yet still effortless in its flavour delivery, it can be drunk neat over ice or mixed down with light tonic.",Aperitif / Vermouth,Energy: 51kcal per 100ml,Carbohydrates: 12.60g per 100ml,Sugars: 12g per 100ml,https://www.oichidrinks.co.uk
825,FINOTE,APÉRITIF NO.1,FINOTE,FRANCE,ABV 0.4%,"JUDGES' TASTING NOTE
This dark coloured drink has plenty of deep flavours. Caramel, allspice, walnut, vanilla, smoky oak and even hints of oloroso 'sherry'. There's a sweetness and softness here, but it's not ponderous and heavy in the mouth. A complex drink - but one that carries its complexity lightly. Slightly more bitter than sweet, it's nonetheless a smooth sipper with a gentle mouthfeel and a long finish.",Aperitif / VermouthCocktail Base,Energy: 45kcal per 100ml,Carbohydrates: 9.70g per 100ml,Sugars: 10.50g per 100ml,https://www.everleafdrinks.com/products/everleaf-forest
839,FRANKA NORDIC APERITIF,FRANKA NORDIC APERITIF,FRANKA DRINKS AB,SWEDEN,ABV 0.2%,"JUDGES' TASTING NOTE
Deep rusty red colour, with layer after layer of flavour. Tomato leaf, rhubarb, dark berries and gentian with some bitter orange peel appearing on the palate. Full-flavoured, with a finely poised balance between bitter and sweet, it's one for lovers of Campari/amaro-type drinks. Mix with soda or light tonic.",Aperitif / VermouthSpirit / Bitters,Energy: 51kcal per 100ml,Carbohydrates: 12.50g per 100ml,Sugars: 11.60g per 100ml,https://www.drinkfinote.com
840,FRANKA NORDIC SPRITZ,FRANKA NORDIC SPRITZ,FRANKA DRINKS AB,SWEDEN,ABV 0.2%,"JUDGES' TASTING NOTE
Bright reddy/orange in colour, there's a lot happening in this RTD. Orange, cloves, grapefruit and elderflower jostle briskly on the nose, leading into a complex palate full of fruit and botanical spices. Sweet attack is balanced by natural acidity and leads into a perfectly-integrated gently bitter finish. Great for lovers of Aperol spritz.",Cocktail (ready to drink),Energy: 44kcal per 100ml,Carbohydrates: 9.80g per 100ml,Sugars: 9.50g per 100ml,https://frankadrinks.com
826,FRANZ VON FEIN,BERNSTEIN APERITIF,BURG BARTELSTEIN GBR,GERMANY,ABV 0.0%,"JUDGES' TASTING NOTE
Deep orange and viscous, there's nothing shy about this aperitif. Bold flavours of saffron and tropical fruit (think yuzu, mango and kumquat) overlaid with zesty orange pith. Highly concentrated, it benefits from mixing, when it develops a gently herbiness on the finish. A great option for bartenders and home cocktail enthusiasts, and fully deserves its second consecutive Gold medal",Aperitif / VermouthCocktail Base,Energy: 179kcal per 100ml,Carbohydrates: 44g per 100ml,Sugars: 44g per 100ml,https://frankadrinks.com
863,FRE,RED BLEND,TRINCHERO FAMILY ESTATES,UNITED STATES,ABV < 0.5%,"JUDGES' TASTING NOTE
Deep-coloured wine, with flavours of ripe red fruits layered with hints of warm spice. The palate follows through with richness, offering a smooth mouthfeel and a gentle sweetness that rounds out the flavors without becoming cloying. Tannins are present but integrated with a lingering finish.",Wine,Energy: 73kcal per 8fl oz USA serving,Carbohydrates: 21g per 8fl oz USA serving,Sugars: 10.80g per 8fl oz USA serving,https://www.franzvonfein.de/en
843,GRANITH,GRANITH ROSÉ PÉTILLANT,GRANITH SAS LES MULETS,FRANCE,ABV 0.0%,"JUDGES' TASTING NOTE
Dusty coral in colour, this cloudy plant-based sparkler has flavours of roses, red-fruit, tea, citrus, cinnamon, honey and apple. There's a touch of acidity, good mouthfeel, and nice balance between sweetness and dryness on the palate. A big personality, this stands as an aperitif, but the freshness means it's also a useful, complex, food-pairing option.",Aperitif / VermouthFunctional / Health / SportsAlt Wine / Sake,Energy: 14kcal per 100ml,Carbohydrates: 3.50g per 100ml,Sugars: 3.50g per 100ml,https://granith-drinks.com
857,ISH PALOMA,PALOMA,ISH,AUSTRIA,ABV < 0.5%,"JUDGES' TASTING NOTE
Pretty pea-flower colour, with flavours of violets and pink grapefruit supported by some distinct agave notes. The palate is nicely balanced, to give an elegant balance of delicate aromatics, soft spice, and pithy bitterness. A perfect and crowd-pleasing instant paloma.",Cocktail (ready to drink),Energy: 40kcal per 100ml,Carbohydrates: 8.50g per 100ml,Sugars: 8.50g per 100ml,https://granith-drinks.com
846,JP CHENET,JP CHENET 0.0% SPARKLING BLANC,LES GRANDS CHAIS DE FRANCE,FRANCE,ABV 0.0%,"JUDGES' TASTING NOTE
Light and floral, there's an uplifting aromatic note to this pale yellow sparkler, with flavours of honeysuckle, melon and lychee. As one judge put it, 'it smells of summer', and while this cheerfulness makes it a great prosecco alternative, there's enough structure and balance to make it a food-matching option too.",Wine,Energy: 74kcal per 100ml,Carbohydrates: 4.70g per 100ml,Sugars: 4g per 100ml,https://ishspirits.com/collections/non-alcoholic-cocktails/products/paloma-non-alcoholic-250-ml
847,JP CHENET,JP CHENET 0% CABERNET SYRAH,LES GRANDS CHAIS DE FRANCE,FRANCE,ABV < 0.5%,"JUDGES' TASTING NOTE
Inviting ruby, with luscious flavours of blackberries, blueberries and blackcurrants. The fruit flavours are soft and sweet, but given added complexity by spices on the palate, where there is also a slight drying smokiness. The sweeter style makes it a good partner for the cheeseboard.",Wine,Energy: 30kcal per 100ml,Carbohydrates: 6.70g per 100ml,Sugars: 6g per 100ml,https://www.jpchenet.com/?lang=en
848,JUKES CORDIALITIES,JUKES 6 - THE SPARKLING RED,SWITCHELS LIMITED,UNITED KINGDOM,ABV 0.0%,"JUDGES' TASTING NOTE
Vibrant ruby colour, with plenty of juicy red fruit flavours to match - cherry, raspberry and blackcurrant - floating on a sour shrub base. A fine balance of soft, sweet fruit and bright vinegar, carried by the bubbles to a long finish, this is a great Pinot Noir alternative, and fully deserving of its second consecutive Gold medal.",Alt Wine / Sake,Energy: 22.70kcal per 100ml,Carbohydrates: 5.50g per 100ml,Sugars: 5.20g per 100ml,https://www.jpchenet.com/?lang=en
849,JUKES CORDIALITIES,JUKES SAUDIA,SWITCHELS LIMITED,UNITED KINGDOM,ABV 0.0%,"JUDGES' TASTING NOTE
Pale yellow, with crunchy green savoury flavours of celery and bell pepper on the nose, giving way to bruised apple, jasmine and poached pear on the palate. Only slightly effervescent, it's complex, balanced and lingering. Unique and intriguing, this alt-wine is great for non-alc consumers who want something different.",Alt Wine / Sake,Energy: 16.70kcal per 100ml,Carbohydrates: 4.40g per 100ml,Sugars: 3.60g per 100ml,https://jukescordialities.com/products/jukes-6-the-sparkling-red
866,KOLONNE NULL,RIESLING,KOLONNE NULL,GERMANY,ABV < 0.5%,"JUDGES' TASTING NOTE
With its flavours of orange, apple, lemon and even petrol, this medium-lemon coloured wine is unmistakeably Riesling. The palate is off-dry, but shows a lovely zesty attack and mouth-filling texture, driven along by a hallmark bright acidity. Terrific to sip on its own but also great with smoked fish or curry.",Wine,Energy: 19kcal per 100ml,Carbohydrates: 2.90g per 100ml,Sugars: 2.90g per 100ml,https://kolonnenull.com/en/collections/all/products/alkoholfreier-riesling
851,LOXTON,LOXTON SPARKLING BRUT,AUSTRALIAN VINTAGE LTD,AUSTRALIA,ABV < 0.5%,"JUDGES' TASTING NOTE
A classic 'champagne grape' nose of apples, citrus and white flowers is replicated on a palate that shows a perfectly judged level of carbonation. Juicy, smoky, creamy and fresh, it is immensely drinkable - a perfect aperitif for the AF curious and AF committed drinker alike.",Wine,Energy: 60kcal per 188ml serving,Carbohydrates: 13g per 188ml serving,Sugars: 9g per 188ml serving,https://kolonnenull.com/en/collections/all/products/alkoholfreier-riesling
833,LYRE'S NON ALCOHOLIC,COFFEE ORIGINALE,LYRE'S NA,AUSTRALIA,ABV 0.2%,"JUDGES' TASTING NOTE
Every taster who tried this drink loved it unequivocally - and why wouldn't you? Crowd-pleasing flavours of black coffee, chocolate, vanilla, hazelnut and cardamom with whispers of warm leather. Complex and beautifully balanced, it's not over-sweet but still has real depth and a long finish. At its best drunk neat.",Cocktail BaseLiqueurSpirit / Bitters,Energy: 19.20kcal per 30ml serving,Carbohydrates: 4.50g per 30ml serving,Sugars: 4.50g per 30ml serving,https://www.loxtonwines.ca
883,MANUFAKTUR JÖRG GEIGER GMBH,VISECCO SAUVIGNON BLANC,MANUFAKTUR JÖRG GEIGER GMBH,GERMANY,ABV 0.05%,"JUDGES' TASTING NOTE
There's a lot going on in this medium-gold alt-wine sparkler. Flavours of honeysuckle, baked apple, biscuits, carrot cake and pears fight for your attention in a joyful riot of exuberance. A complex and unique drink, but still an approachable one that deserves to be on high-end restaurant lists everywhere.",Aperitif / VermouthWineAlt Wine / Sake,Energy: 30kcal per 100ml,Carbohydrates: 7g per 100ml,Sugars: 7g per 100ml,https://www.lyres.com
837,MOVA BREWING CO,DARK NON-ALCOHOL,"MOVA AND CO, LLC",UKRAINE,ABV 0.5%,"JUDGES' TASTING NOTE
Full bodied, full-flavoured and delicious, this is a high-class dark beer. Roasted coffee, treacle and toffee on the nose lead into a beautifully balanced palate, with sweet malts and a perfect amount of bitterness. The finish is roasty, bitter and long. A superb food-beer for barbecues, roast meat, mushrooms and hard/blue cheese.",Beer,Energy: 25kcal per 100ml,Carbohydrates: 5.80g per 100ml,Sugars: 0g per 100ml,https://www.manufaktur-joerg-geiger.de/en/ViSecco-Sauvignon-Blanc-alcohol-free/A022341
869,NASDROW,SCARLET & CO,NASDROW,CANADA,ABV < 0.5%,"JUDGES' TASTING NOTE
Lipstick red and slightly cloudy, this is a unique, interesting, and also undeniably fun RTD. Flavours of cranberry, cherry, orange peel and ginger lead into a bold, fruity palate leavened with an aromatic whiff of green leaves. Tart, refreshing and uplifting it's a great pick-me-up for the busy professional.",Cocktail (ready to drink),Energy: 64kcal per 250ml serving,Carbohydrates: 10g per 250ml serving,Sugars: 12g per 250ml serving,https://shop.mova.beer/en/dark-non-alcohol-beer
854,NATUREO,NATUREO ROSÉ,TORRES ICONS,SPAIN,ABV 0.0%,"JUDGES' TASTING NOTE
Pale pink, with friendly red berry fruit, melon and peach flavours on an absolutely delightful nose. The palate is perfectly integrated with a seamless journey through fruit-sweetness to fresh finish. An obvious partner for sun-filled terraces, but there are food-pairing options here, too.",Wine,Energy: 18kcal per 100ml,Carbohydrates: 4.10g per 100ml,Sugars: 3.50g per 100ml,https://www.nasdrow.com
850,NINO,LILY,NINO DRINKS GMBH,SWITZERLAND,ABV 0.0%,"JUDGES' TASTING NOTE
There are two strong elements at play here, with initial flavours of honeysuckle, tea and stonefruit followed up by a whispering minerality of flint, crushed stone and ginger spice. With its great tannic structure, this should be an intriguing and versatile AF food-matching option for sommeliers.",Alt Wine / Sake,Energy: 20kcal per 100ml,Carbohydrates: 5.10g per 100ml,Sugars: 5.10g per 100ml,https://www.natureowines.com/
856,NON1 SALTED RASPBERRY & CHAMOMILE,NON1 SALTED RASPBERRY & CHAMOMILE,NON,AUSTRALIA,ABV 0.0%,"JUDGES' TASTING NOTE
Pale rose pink with flavours of darjeeling tea, wild strawberries, tart berries and cherry. The flavours continue on the palate, driven by tight, small bubbles, with depth added by a light savoury undertone. A unique and interesting aperitif, but also a versatile alternative to wine as a food-match.",Alt Wine / Sake,Energy: 94kj per 100ml,Carbohydrates: 5.50g per 100ml,Sugars: 4.70g per 100ml,https://www.vonsalis-wein.ch/nino-lily-00
858,NOT GUILTY,PINOT GRIGIO,AUSTRALIAN VINTAGE,AUSTRALIA,ABV 0.05%,"JUDGES' TASTING NOTE
As bright and appealing to look at as it is to taste. Classic Pinot Gris flavours of pear, apple and white blossom lead into a thoroughly likeable palate of citrus and white fruit. Juicily mouth-filling but still quite brisk and fresh, with a mouth-watering finish.",Wine,Energy: 19kcal per 100ml,Carbohydrates: 4g per 100ml,Sugars: 3.10g per 100ml,https://uk.non.world/collections/singles/products/salted-raspberry-chamomile
865,NOWHERE FOODS,RIDGELINE,NOWHERE,UNITED STATES,ABV 0.0%,"JUDGES' TASTING NOTE
A hazy red/orange colour, this cocktail has intriguing flavours of herbs, ginger, red fruits and vanilla on the nose. But it's the palate where it really scores - the sweetness is natural and understated, with a spicy/earthy savoury note and an umami edge to the finish. Refreshing, sophisticated and quite unique.",Cocktail (ready to drink)Cocktail BaseSoda / Juice Blend,Energy: 70kcal per 12fl oz USA serving,Carbohydrates: 16g per 12fl oz USA serving,Sugars: 13g per 12fl oz USA serving,https://nowherefoods.com/ridgeline
867,RIGHT TO ROAM,RIGHT TO ROAM,BURNSIDE BREWERY,UNITED KINGDOM,ABV 0.5%,"JUDGES' TASTING NOTE
With good head from the bottle, and foam that lasts, this is a brilliantly-crafted IPA. Dark appearance, with aromas of toffee and bitter orange follow through on the palate to a lingering bitter finish. Complex, but also refreshing to quaff, it's a traditional IPA that could work for all seasons and occasions.",Beer,Energy: 22.90kcal per 100ml,Carbohydrates: 5.10g per 100ml,Sugars: 5.10g per 100ml,https://nowherefoods.com/ridgeline
855,SAM,NEIPA,BRASSERIE GOBRECHT,BELGIUM,ABV < 0.5%,"JUDGES' TASTING NOTE
Tropical fruit nose and palate, with pineapple, toasted oats and candied mango leavened by a grapefruit and pine balance. A brilliant balance of sweet malt and bitter hops, with a creamy mouthfeel, fine-mousse carbonation and lingering bitter finish. Large bottle would look great on the dining table in the right glassware.",Beer,Energy: 28kcal per 100ml,Carbohydrates: 0g per 100ml,Sugars: 6.80g per 100ml,https://www.brasseriegobrecht.fr
879,SAM,TRIPLE,BRASSERIE GOBRECHT,BELGIUM,ABV < 0.5%,"JUDGES' TASTING NOTE
A full bodied, quite deep-coloured amber ale that, as one judge put it, 'delivers on flavour and taste from the off'. Rich flavours of caramel, dried-fruit and lightly smoky malt lead onto a rounded palate with perfectly balanced sweetness and bitterness. A great session beer with a long finish.",Beer,Energy: 30kcal per 100ml,Carbohydrates: 0g per 100ml,Sugars: 7.20g per 100ml,https://www.brasseriegobrecht.fr
878,SAMMY PIQUANT,THE OAXACAN,SAMMY PIQUANT PTY LTD,AUSTRALIA,ABV < 0.5%,"JUDGES' TASTING NOTE
A rich and complex drink with flavours of honey, smoke and resinuous wood - a sweet/savoury combination that absolutely works. Behind the big-hitting flavours are more delicate floral aromatics and a slightly tangy orange softness, giving a multi-layered drink. This is an excellent neat sipper for tequila/mezcal lovers, but can mix too.",Cocktail BaseSpirit / BittersAlt Spirit,Energy: 115kj per 100ml,Carbohydrates: 22g per 100ml,Sugars: 22g per 100ml,https://www.brasseriegobrecht.fr
868,SANGRE DE TORO,SANGRE DE TORO 0.0 ROSÉ,TORRES ICONS,SPAIN,ABV 0.0%,"JUDGES' TASTING NOTE
Classic 'pale Provence pink' colour. The flavours are juicily approachable - red berries, red apples and watermelon - but pure and elegant rather than confected. Dry and structured with a nice structure, it's a fun and refreshing sipper that is also grown-up enough to pair with light food such as fish and salad.",Wine,Energy: 18kcal per 100ml,Carbohydrates: 4.10g per 100ml,Sugars: 3.50g per 100ml,https://sammypiquant.com.au
870,SEADRIFT,SEADRIFT NON ALCOHOLIC WHISKIE,SEADRIFT DISTILLERY,AUSTRALIA,ABV 0.1%,"JUDGES' TASTING NOTE
With its savoury/spicy aromas of cinnamon, nutmeg, ginger and an oaky/smoke edge, there are hints of west coast whiskey here. Palate shows flavours of cloves, leather and black pepper, with some chilli/ginger warmth on the finish. Works nicely with ginger ale to make a spicy cocktail.",Cocktail BaseSpirit / BittersAlt Spirit,Energy: 13.80kcal per 100ml,Carbohydrates: 3.40g per 100ml,Sugars: 3.30g per 100ml,https://sangredetoro.es/
841,SENTIA SPIRITS,GABA BLACK,THE SOCIAL DRINKS COMPANY,UNITED KINGDOM,ABV 0.0%,"JUDGES' TASTING NOTE
Dark and brooding in colour, this is a serious, complex drink. Bold flavours of liquorice, bitter herbs, earthy mushrooms and blackstrap molasses with a gingery kick on the finish, make this a challenging Underberg-like sipper neat. But it also mixes brilliantly with ginger, its flavours opening up and softening to make a complex, layered, long-sipper.",Functional / Health / SportsSpirit / BittersAlt Spirit,Energy: 9.50kcal per 25ml serving,Carbohydrates: 2.20g per 25ml serving,Sugars: 1g per 25ml serving,https://www.seadriftdistillery.com
